user,total_logins,unique_days,after_hours,unique_machines,usb_count,usb_days,employee_name,user_id,O,C,E,A,N,anomaly_score,anomaly_label
CSP0197,70,19,0,2,0.0,0.0,Callum Scott Parrish,CSP0197,37,44,17,13,26,0.10039534124012811,0
CTA0020,49,19,10,1,0.0,0.0,Curran Tarik Ayala,CTA0020,36,50,11,22,34,0.12210910309597711,0
CTR0341,82,27,35,2,0.0,0.0,Cairo Theodore Robles,CTR0341,45,39,23,13,28,-0.004307409154681419,1
CTR0697,52,19,19,1,0.0,0.0,Cherokee Tashya Ramirez,CTR0697,36,15,33,25,34,0.17262309440184276,0
CTW0500,37,19,0,1,0.0,0.0,Chanda Tamekah William,CTW0500,38,36,20,35,35,0.18733893052805195,0
CUD0795,37,19,0,1,0.0,0.0,Charity Uta Daniels,CUD0795,12,40,30,44,24,0.12772681974486289,0
CWB0065,69,19,28,2,0.0,0.0,Chadwick Wayne Bond,CWB0065,50,33,14,20,23,0.08499931086134205,0
CWR0502,61,19,0,2,0.0,0.0,Colt Walter Reynolds,CWR0502,41,49,25,45,27,0.11661111597694407,0
CXC0336,37,19,19,1,0.0,0.0,Casey Xerxes Conrad,CXC0336,23,19,34,35,34,0.18684892892706956,0
CYA0506,37,19,0,1,0.0,0.0,Cecilia Yuri Ashley,CYA0506,16,17,44,14,31,0.14737428330192176,0
DAG0558,37,19,0,1,0.0,0.0,Deirdre Amaya Garcia,DAG0558,20,16,37,25,26,0.17217760980856517,0
DAL0673,56,19,9,2,0.0,0.0,Demetrius Alvin Levy,DAL0673,39,35,46,41,36,0.13078857953480272,0
DAR0885,85,27,12,5,0.0,0.0,Devin Abdul Rogers,DAR0885,43,43,44,41,25,-0.028865332850445458,1
DBB0384,38,19,13,1,0.0,0.0,Demetrius Barry Bullock,DBB0384,40,41,28,37,27,0.201106820608924,0
DBG0261,37,19,19,1,0.0,0.0,Devin Brett Guzman,DBG0261,45,47,17,36,28,0.1721818415208427,0
DBS0235,39,19,28,2,0.0,0.0,Dale Benjamin Sharpe,DBS0235,30,38,18,37,33,0.1555342666683338,0
DBW0483,37,19,0,1,0.0,0.0,Deborah Barbara White,DBW0483,17,16,25,21,37,0.15336411755816093,0
DCC0160,37,19,19,1,0.0,0.0,Donovan Carlos Chapman,DCC0160,36,39,33,42,27,0.2011180875992935,0
DCH0843,37,19,18,1,0.0,0.0,Dominic Calvin Hewitt,DCH0843,20,31,11,18,36,0.14203648835470362,0
DDA0476,37,19,0,1,0.0,0.0,Dane Davis Atkins,DDA0476,36,25,39,13,39,0.14557524176883346,0
DDM0579,37,19,0,1,0.0,0.0,Dale Dorian Mercado,DDM0579,33,45,30,37,26,0.16959683855021457,0
DEB0782,37,19,0,1,0.0,0.0,Dakota Edward Brady,DEB0782,42,47,32,21,36,0.15831892227846717,0
DFH0188,69,19,25,3,0.0,0.0,Dean Flynn Hines,DFH0188,35,40,18,38,24,0.11968959312661964,0
DFR0218,140,19,106,52,0.0,0.0,Daria Felicia Rowland,DFR0218,45,14,22,37,27,-0.047050702318162885,1
DGF0443,37,19,8,1,0.0,0.0,Dustin Gage Franco,DGF0443,39,44,18,28,33,0.18847513011580425,0
DGM0754,37,19,10,1,0.0,0.0,Declan Gareth Mclaughlin,DGM0754,42,18,42,24,24,0.17528351165265765,0
DGN0480,37,19,0,1,0.0,0.0,Donovan Garth Nieves,DGN0480,21,25,44,20,31,0.17150048072956559,0
DGW0752,49,19,13,1,0.0,0.0,Dennis Gray Wilson,DGW0752,40,46,20,40,14,0.11463997777844431,0
DHM0937,38,19,19,1,0.0,0.0,Dominic Howard Mcconnell,DHM0937,43,22,21,15,24,0.17941887810472157,0
DIB0081,68,19,11,3,0.0,0.0,Drew Ivan Beck,DIB0081,34,45,14,28,33,0.12114193132707785,0
DIB0285,37,19,0,1,0.0,0.0,Deanna Imelda Blanchard,DIB0285,13,45,17,50,29,0.10264176134332248,0
DIC0988,37,19,19,1,0.0,0.0,Dolan Igor Cortez,DIC0988,44,30,23,21,32,0.1994058885357176,0
DID0650,37,19,18,1,0.0,0.0,Denise Ifeoma Doyle,DID0650,45,21,17,42,21,0.15227861906912554,0
DIW0118,68,19,23,2,0.0,0.0,Delilah Iliana Wilkinson,DIW0118,37,17,19,37,26,0.12636256574882204,0
DJB0159,54,19,19,2,0.0,0.0,Dacey Jorden Bowen,DJB0159,20,37,27,38,37,0.14129996096249087,0
DJS0682,37,19,12,1,0.0,0.0,Dexter Jamal Simon,DJS0682,22,23,36,13,30,0.18640077593233506,0
DKB0631,37,19,18,1,0.0,0.0,Dai Keely Bullock,DKB0631,34,18,14,46,31,0.15773327593635944,0
DLF0377,38,19,11,1,0.0,0.0,Dean Lester Figueroa,DLF0377,39,35,19,27,34,0.20257670003409683,0
DLH0029,37,19,20,1,0.0,0.0,Diana Leigh Hays,DLH0029,36,26,38,18,31,0.20260953591376452,0
DLM0051,71,24,24,2,0.0,0.0,Declan Lester Moss,DLM0051,37,37,17,20,35,0.058515507754664076,0
DLS0383,51,19,12,1,0.0,0.0,Diana Lillian Solis,DLS0383,10,21,12,25,24,0.11820010829684063,0
DMG0358,153,19,82,46,0.0,0.0,Dorothy Marny Goff,DMG0358,19,39,14,25,29,-0.045311363088640255,1
DMK0257,66,19,27,2,0.0,0.0,Desirae Mari Koch,DMK0257,33,20,26,26,30,0.14528247595917199,0
DMM0623,51,19,9,1,0.0,0.0,Doris Mona Michael,DMM0623,36,27,21,39,30,0.194142839308463,0
DOL0332,37,19,19,1,0.0,0.0,Damian Omar Le,DOL0332,32,40,41,18,24,0.18909366505001862,0
DOP0562,37,19,0,1,0.0,0.0,Daryl Ocean Patel,DOP0562,42,16,37,39,31,0.17285040964358328,0
DPM0423,53,19,15,2,0.0,0.0,Dalton Perry Mejia,DPM0423,37,38,38,15,27,0.16908145781199124,0
DPS0262,43,19,25,1,0.0,0.0,Delilah Pearl Schneider,DPS0262,20,25,20,14,32,0.15227779111001227,0
DRR0162,38,19,19,1,0.0,0.0,Dante Raja Roberts,DRR0162,45,36,20,36,29,0.20293869202710457,0
DRR0242,47,24,11,1,0.0,0.0,Daphne Ruby Reilly,DRR0242,39,19,40,41,33,0.09625123060583318,0
DSB0731,37,19,10,1,0.0,0.0,Daryl Skyler Brock,DSB0731,26,15,40,43,30,0.16827178979126217,0
DSM0591,37,19,0,1,0.0,0.0,Daria Samantha Mcbride,DSM0591,20,35,18,43,35,0.1609963330388574,0
DTP0379,64,19,11,3,0.0,0.0,Daquan Tucker Pugh,DTP0379,45,42,15,37,27,0.14797618074086866,0
DTT0076,37,19,19,1,0.0,0.0,Dylan Tiger Terry,DTT0076,42,16,34,24,28,0.19071644813273098,0
DVM0265,44,19,23,2,0.0,0.0,Deborah Victoria Mcclure,DVM0265,47,40,10,24,31,0.13364805824938303,0
DVW0103,37,19,19,1,0.0,0.0,Dante Vaughan Weber,DVW0103,40,45,44,21,29,0.1765471570338476,0
DZC0228,37,19,20,1,0.0,0.0,Declan Zachery Caldwell,DZC0228,37,37,34,21,38,0.1818740556087407,0
EAH0466,55,19,11,3,0.0,0.0,Ethan Arden Hays,EAH0466,41,38,29,38,25,0.15628436918448557,0
EBC0390,38,19,10,1,0.0,0.0,Eaton Burton Crane,EBC0390,40,40,40,22,33,0.2017916129478361,0
ECF0828,37,19,18,1,0.0,0.0,Erasmus Cameron Franco,ECF0828,40,49,39,40,35,0.15577842611546516,0
ECL0930,51,19,19,1,0.0,0.0,Edan Ciaran Larson,ECL0930,28,24,40,18,29,0.18560410058166255,0
ECR0822,37,19,18,1,0.0,0.0,Ella Cassandra Rivera,ECR0822,16,19,17,23,29,0.18426568191525794,0
EDA0684,47,19,18,2,0.0,0.0,Edward Dean Anthony,EDA0684,38,42,40,39,33,0.17867504475244306,0
EDB0714,37,19,19,1,0.0,0.0,Eden Deborah Ball,EDB0714,21,23,35,26,29,0.1979934114802921,0
EFS0882,37,19,0,1,0.0,0.0,Edward Finn Stokes,EFS0882,40,40,47,25,27,0.16816239874963707,0
EGD0132,37,19,0,1,0.0,0.0,Eric Gray Duncan,EGD0132,37,38,33,15,22,0.15840821961674795,0
EGD0409,49,19,10,1,0.0,0.0,Elijah Gary Diaz,EGD0409,39,40,22,35,33,0.1981354791768169,0
EGK0893,37,19,0,1,0.0,0.0,Eagan Gannon Koch,EGK0893,21,30,11,47,27,0.11371707864339414,0
EHB0420,95,25,26,2,0.0,0.0,Erich Harding Bryant,EHB0420,45,42,38,17,20,0.016239622475936022,0
EHB0824,37,19,18,1,0.0,0.0,Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31,0.1861967342753682,0
EHD0584,49,19,0,1,0.0,0.0,Ezra Hilel Dyer,EHD0584,38,40,42,43,22,0.15079104845253882,0
EHR0096,37,19,19,1,0.0,0.0,Elaine Hanna Raymond,EHR0096,22,13,20,48,31,0.13364359416642035,0
EIM0156,37,19,19,1,0.0,0.0,Eve Isadora Mckenzie,EIM0156,19,31,43,45,33,0.1581453858407289,0
EIP0997,37,19,18,1,0.0,0.0,Emily Illana Perry,EIP0997,42,28,20,25,34,0.19641170656678342,0
EIS0041,189,19,136,70,0.0,0.0,Emerald Imani Schmidt,EIS0041,41,44,17,48,30,-0.10385157409800183,1
EJW0884,37,19,0,1,0.0,0.0,Elton Jonas Williamson,EJW0884,46,20,32,26,31,0.18275410949682747,0
ELB0847,37,19,18,1,0.0,0.0,Emmanuel Lawrence Briggs,ELB0847,12,17,16,19,28,0.15886808852334938,0
ELH0960,38,19,19,1,0.0,0.0,Emerald Lysandra Hodges,ELH0960,40,43,26,41,22,0.18168946116203488,0
ELT0769,37,19,0,1,0.0,0.0,Echo Leandra Torres,ELT0769,19,20,20,27,35,0.17464452579773398,0
EMB0531,52,19,0,1,0.0,0.0,Edan Marsden Briggs,EMB0531,31,41,31,36,36,0.16850272211607653,0
EMS0317,38,19,19,1,0.0,0.0,Eden Merrill Stokes,EMS0317,15,21,44,10,31,0.1353753665888781,0
EMW0105,37,19,0,1,0.0,0.0,Erich Malik Wolf,EMW0105,35,40,17,41,34,0.18005364119191197,0
EMW0772,37,19,0,1,0.0,0.0,Elvis Marshall Walton,EMW0772,46,41,20,12,28,0.15474615060049435,0
ENC0234,49,19,22,1,0.0,0.0,Evelyn Nevada Curtis,ENC0234,21,23,32,19,23,0.1622489998048504,0
ENL0100,37,19,19,1,0.0,0.0,Ella Nita Lewis,ENL0100,39,18,42,35,21,0.15662667367678051,0
EPW0434,37,19,13,1,0.0,0.0,Ethan Perry Wiggins,EPW0434,32,36,38,22,33,0.20428282538979797,0
ERH0449,37,19,11,1,0.0,0.0,Ella Rachel Hess,ERH0449,44,15,35,17,25,0.17230581977632992,0
ESA0642,37,19,18,1,0.0,0.0,Eliana Stephanie Albert,ESA0642,32,14,44,30,32,0.16700098469404906,0
ESH0135,37,19,0,1,0.0,0.0,Elaine Sonya Hughes,ESH0135,35,22,32,44,28,0.17685703327499702,0
ESH0283,43,19,0,4,0.0,0.0,Eve Shaeleigh Holman,ESH0283,44,30,35,18,31,0.11439178974896286,0
ESJ0670,60,26,14,3,0.0,0.0,Eaton Samuel Jennings,ESJ0670,42,31,15,40,24,0.021235270380367877,0
ESR0693,39,19,11,2,0.0,0.0,Evelyn Sarah Reilly,ESR0693,35,23,25,21,31,0.1853752432771545,0
ETR0177,37,19,1,1,0.0,0.0,Emerson Tyrone Rojas,ETR0177,18,15,41,26,39,0.1411565592027494,0
ETR0428,53,19,10,2,0.0,0.0,Elton Tyler Richard,ETR0428,36,21,40,20,20,0.1431577711985338,0
EWH0191,52,19,19,1,0.0,0.0,Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27,0.18714622784987905,0
EZH0736,37,19,12,1,0.0,0.0,Elton Zeus Horton,EZH0736,44,41,37,19,31,0.19970660826162984,0
EZT0640,68,19,22,2,0.0,0.0,Eagan Zephania Talley,EZT0640,12,15,27,39,27,0.08928196607597627,0
FAW0032,38,19,19,1,0.0,0.0,Frances Alisa Wiggins,FAW0032,43,24,17,37,37,0.1651437617815723,0
FBA0348,38,19,0,1,0.0,0.0,Francis Brian Armstrong,FBA0348,41,44,40,36,27,0.18155750032384377,0
FBW0747,43,20,10,3,0.0,0.0,Fuller Baker Warner,FBW0747,43,45,35,25,28,0.11687045979760763,0
FDE0117,37,19,18,1,0.0,0.0,Fritz Dale Ellison,FDE0117,38,37,32,41,28,0.20481763914140222,0
FEB0306,57,19,0,2,0.0,0.0,Flynn Edward Brennan,FEB0306,40,42,26,25,31,0.16714305536473084,0
FFC0891,75,19,2,2,0.0,0.0,Flavia Fiona Cannon,FFC0891,38,10,39,50,39,0.03239141179928362,0
FGW0853,49,20,29,2,0.0,0.0,Florence Gloria Whitney,FGW0853,25,35,20,40,39,0.0907048331252841,0
FHO0630,37,19,13,1,0.0,0.0,Frances Hermione Owens,FHO0630,28,44,23,12,26,0.15587002648211196,0
FHS0837,37,19,18,1,0.0,0.0,Fallon Harriet Shelton,FHS0837,23,37,14,42,34,0.16796351178167412,0
FIR0920,47,19,19,2,0.0,0.0,Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27,0.13314055896659144,0
FKB0163,38,19,19,1,0.0,0.0,Francis Kane Buckner,FKB0163,39,35,25,39,22,0.1855946184154844,0
FKK0055,73,26,0,2,0.0,0.0,Farrah Kim Keith,FKK0055,46,16,37,16,27,0.014458255926078523,0
FLM0213,38,19,19,1,0.0,0.0,Fitzgerald Len Merrill,FLM0213,20,41,46,15,24,0.14743872232389543,0
FMG0527,37,19,0,1,0.0,0.0,Flynn Malcolm Gibson,FMG0527,43,38,35,38,28,0.19234502044788038,0
FOB0756,81,23,0,2,0.0,0.0,Ferris Omar Barry,FOB0756,42,41,34,20,27,0.07338388681110142,0
FPC0954,38,19,19,1,0.0,0.0,Fletcher Perry Cantu,FPC0954,22,25,50,20,27,0.16131700115375336,0
FQA0854,37,19,19,1,0.0,0.0,Fulton Quinn Avery,FQA0854,41,38,30,34,26,0.20302760282345284,0
FRB0023,38,19,19,1,0.0,0.0,Felicia Rhona Butler,FRB0023,45,14,12,14,14,0.07411135783581602,0
FRL0511,37,19,0,1,0.0,0.0,Ferdinand Rashad Lee,FRL0511,20,30,47,20,30,0.15414523830596205,0
FRR0832,37,19,18,1,0.0,0.0,Forrest Rashad Richards,FRR0832,43,40,25,19,30,0.20886974107320327,0
FSB0399,37,19,21,1,0.0,0.0,Ferris Stone Bender,FSB0399,23,22,15,37,26,0.1722168703265755,0
FSC0601,39,19,9,2,0.0,0.0,Felicia Sloane Cabrera,FSC0601,37,30,37,15,30,0.17089054481585153,0
FTM0406,37,19,11,1,0.0,0.0,Finn Tucker Medina,FTM0406,31,15,38,16,34,0.18069917102855687,0
FUM0015,37,19,18,1,0.0,0.0,Fatima Ulla Mcclure,FUM0015,33,18,18,46,32,0.168704470895378,0
FWM0707,37,19,19,1,0.0,0.0,Fitzgerald Wayne Miranda,FWM0707,50,36,35,18,34,0.1681971730714042,0
FXF0957,38,19,19,1,0.0,0.0,Felicia Xantha Farley,FXF0957,35,25,47,36,28,0.17715850914699177,0
GAF0060,37,19,23,1,0.0,0.0,Grace Alma Fry,GAF0060,41,16,39,25,22,0.1538305233444276,0
GAF0570,51,19,0,1,0.0,0.0,Gwendolyn Amaya Ferrell,GAF0570,31,15,38,46,35,0.1375295133201287,0
GBM0603,37,19,11,1,0.0,0.0,Galena Britanney Merritt,GBM0603,39,42,42,24,37,0.1850592783924796,0
GCC0744,37,19,11,1,0.0,0.0,Grady Craig Coffey,GCC0744,35,42,15,25,31,0.19993563576390277,0
GCC0945,38,19,19,1,0.0,0.0,George Cade Chen,GCC0945,30,39,18,25,27,0.1980853037809066,0
GCG0951,56,19,19,2,0.0,0.0,Grant Camden Gay,GCG0951,33,33,25,19,44,0.12315056875275138,0
GCL0016,58,20,11,2,0.0,0.0,Gil Calvin Lindsay,GCL0016,45,32,20,24,34,0.13377760512147568,0
GCR0554,37,19,9,1,0.0,0.0,Grace Charde Roth,GCR0554,16,16,41,23,37,0.15903781624367253,0
GCS0518,37,19,0,1,0.0,0.0,Gregory Curran Sutton,GCS0518,41,36,23,38,21,0.16922888651185486,0
GCS0571,53,19,0,2,0.0,0.0,Glenna Caryn Sharpe,GCS0571,22,18,16,23,32,0.14420534362970755,0
GDF0704,55,19,21,2,0.0,0.0,Galena Deborah Francis,GDF0704,25,13,21,29,36,0.1309020428604848,0
GHH0288,47,19,0,3,0.0,0.0,Genevieve Hyacinth Head,GHH0288,12,36,40,36,30,0.1126421227799076,0
GHL0460,37,19,10,1,0.0,0.0,Geoffrey Harlan Lara,GHL0460,21,37,24,17,35,0.17311652747811285,0
GJD0298,37,19,0,1,0.0,0.0,Grady Jordan Duran,GJD0298,43,39,12,40,27,0.15650394382186877,0
GJT0386,38,19,11,1,0.0,0.0,Geoffrey Jin Tucker,GJT0386,24,13,49,34,26,0.13060125359854974,0
GKO0078,69,19,23,2,0.0,0.0,Gage Kaden Odonnell,GKO0078,44,46,21,24,29,0.13568144157953682,0
GLR0975,52,19,10,1,0.0,0.0,Garrison Levi Rollins,GLR0975,33,44,26,24,24,0.17920552555856778,0
GMF0738,37,19,10,1,0.0,0.0,Gray Mason Fulton,GMF0738,30,40,45,20,18,0.13287481306301663,0
GNS0178,62,19,25,2,0.0,0.0,Garrett Nicholas Solomon,GNS0178,30,17,42,26,33,0.133930561609711,0
GNZ0953,53,19,19,1,0.0,0.0,Graiden Nehru Zimmerman,GNZ0953,26,18,26,36,29,0.184111881215068,0
GOK0238,37,19,12,1,0.0,0.0,Garrett Omar Kelly,GOK0238,33,43,27,40,33,0.1938110333779981,0
GQF0659,37,19,18,1,0.0,0.0,Gisela Quintessa Fischer,GQF0659,40,16,30,29,28,0.1842747901770584,0
GQP0743,37,19,13,1,0.0,0.0,Gil Quincy Potter,GQP0743,47,39,19,39,25,0.18831584184607453,0
GRC0145,38,19,0,1,0.0,0.0,Gay Ria Cantu,GRC0145,30,43,24,46,27,0.16552868762869621,0
GRM0868,37,19,19,1,0.0,0.0,Gail Rhiannon Mcconnell,GRM0868,21,25,20,13,28,0.17672199658123533,0
GTD0116,37,19,18,1,0.0,0.0,Grant Tyrone Doyle,GTD0116,43,19,45,20,31,0.1830343149279814,0
GTD0219,156,19,103,58,0.0,0.0,Gareth Thomas Dickson,GTD0219,40,40,19,30,33,-0.03016485157591209,1
GTD0898,37,19,0,1,0.0,0.0,Guy Tad Daniel,GTD0898,23,23,39,15,29,0.17927537158081946,0
GZB0469,37,19,12,1,0.0,0.0,George Zachery Burch,GZB0469,46,39,22,45,28,0.1848832101400673,0
GZC0735,64,21,11,2,0.0,0.0,Guy Zeus Chandler,GZC0735,44,16,15,27,25,0.08054155128807639,0
HAC0282,37,19,0,1,0.0,0.0,Hakeem Arden Curry,HAC0282,37,32,38,12,28,0.17359433139131947,0
HAD0246,98,27,24,2,0.0,0.0,Holmes Arden Day,HAD0246,44,39,32,45,38,-0.015034647156741077,1
HAH0248,37,19,10,1,0.0,0.0,Hector Abraham Hayes,HAH0248,33,43,22,18,29,0.2000670841349741,0
HAH0760,54,19,0,1,0.0,0.0,Hilda Alice Hahn,HAH0760,34,17,22,37,30,0.17210353299010023,0
HAM0985,37,19,19,1,0.0,0.0,Hillary Ainsley Mccormick,HAM0985,20,17,29,16,20,0.14911981098220872,0
HAV0121,37,19,18,1,0.0,0.0,Hu Akeem Vincent,HAV0121,46,43,38,37,27,0.19426921484962295,0
HBB0056,37,19,0,1,0.0,0.0,Hayden Bernard Benson,HBB0056,37,33,30,21,27,0.18868266887803342,0
HBO0413,37,19,12,1,0.0,0.0,Harper Basil Obrien,HBO0413,41,35,18,15,18,0.14361174101595792,0
HCC0344,37,19,19,1,0.0,0.0,Hayley Carolyn Cunningham,HCC0344,25,11,41,26,22,0.14620734138009145,0
HCL0113,37,19,0,1,0.0,0.0,Hyacinth Clare Lindsay,HCL0113,43,22,40,39,34,0.18159787447277065,0
HCL0651,51,19,18,1,0.0,0.0,Heather Cynthia Leonard,HCL0651,21,19,44,36,33,0.1626190883483679,0
HCM0267,38,19,19,1,0.0,0.0,Hall Colorado Morin,HCM0267,36,45,39,20,32,0.19097593083224124,0
HCS0003,37,19,0,1,0.0,0.0,Halla Cathleen Simmons,HCS0003,35,28,14,15,30,0.16873311969059168,0
HCV0478,54,19,0,1,0.0,0.0,Harper Clark Vazquez,HCV0478,46,36,18,12,24,0.12352710457506261,0
HCW0419,51,19,12,1,0.0,0.0,Hermione Casey Witt,HCW0419,40,21,35,34,35,0.18029709577235664,0
HDD0789,37,19,19,1,0.0,0.0,Hashim Damon Dudley,HDD0789,44,39,30,10,29,0.1718720648435318,0
HDD0806,75,26,25,2,0.0,0.0,Hedwig Dai Duffy,HDD0806,47,28,36,19,38,0.011601371961383444,0
HDH0928,37,19,18,1,0.0,0.0,Hashim Damon Hebert,HDH0928,40,36,20,40,26,0.2001032118676862,0
HDJ0446,37,19,11,1,0.0,0.0,Hope Dawn Jensen,HDJ0446,18,17,45,27,35,0.1586836840588534,0
HDL0748,37,19,10,1,0.0,0.0,Hedy Delilah Lopez,HDL0748,25,13,46,41,25,0.13354286334611148,0
HDS0367,169,19,92,58,0.0,0.0,Hayes Drake Stephenson,HDS0367,50,42,16,30,19,-0.07475123357294422,1
HFB0347,37,19,19,1,0.0,0.0,Heather Fredericka Baird,HFB0347,34,20,30,30,27,0.20015157997331634,0
HGG0240,37,19,10,1,0.0,0.0,Hedda Grace Gordon,HGG0240,20,26,24,36,31,0.19414751490273763,0
HGH0595,37,19,0,1,0.0,0.0,Hanae Gay Hogan,HGH0595,41,14,22,39,29,0.16954180408287073,0
HGN0287,37,19,0,1,0.0,0.0,Halla Germaine Nolan,HGN0287,45,30,18,18,27,0.17583832635926483,0
HIA0414,37,19,11,1,0.0,0.0,Herman Ian Abbott,HIA0414,38,39,39,18,31,0.2045127746578223,0
HIW0536,37,19,11,1,0.0,0.0,Honorato Ivan Wall,HIW0536,39,50,25,24,20,0.14319133972026127,0
HJA0018,49,19,11,1,0.0,0.0,Honorato Joseph Adkins,HJA0018,39,43,47,37,32,0.17125623107552757,0
HJB0742,54,19,11,2,0.0,0.0,Harlan Jason Benjamin,HJB0742,41,40,16,21,30,0.17633451392877153,0
HJS0072,61,21,13,3,0.0,0.0,Honorato John Sloan,HJS0072,44,42,19,19,31,0.10654836478244245,0
HKB0418,37,19,11,1,0.0,0.0,Halee Kim Burnett,HKB0418,50,18,13,26,27,0.14138948507790938,0
HKF0831,37,19,18,1,0.0,0.0,Hiroko Kiona Faulkner,HKF0831,23,42,49,21,24,0.14961712362224505,0
HKI0171,38,19,19,1,0.0,0.0,Halla Kendall Irwin,HKI0171,31,17,30,45,27,0.16066308804649332,0
HKR0628,67,19,10,3,0.0,0.0,Halee Keiko Rhodes,HKR0628,21,16,17,16,25,0.09743234524040068,0
HLH0512,55,27,0,2,0.0,0.0,Hadassah Leah Harris,HLH0512,15,42,36,22,32,0.016212800311074416,0
HLM0933,38,19,19,1,0.0,0.0,Hadley Leandra May,HLM0933,36,24,23,43,30,0.19173749613847474,0
HMM0108,72,19,0,2,0.0,0.0,Hakeem Mason Mccall,HMM0108,33,41,17,43,25,0.11934156221970349,0
HMW0713,37,19,19,1,0.0,0.0,Heidi Mia Wilson,HMW0713,38,24,40,36,28,0.20013260256625065,0
HOB0994,37,19,18,1,0.0,0.0,Harrison Oscar Burke,HOB0994,38,39,15,43,33,0.18576011924091002,0
HPH0075,62,22,13,1,0.0,0.0,Harper Price Harris,HPH0075,40,42,48,25,28,0.10433188332645338,0
HPM0986,37,19,19,1,0.0,0.0,Hasad Paki Mcfadden,HPM0986,41,36,38,23,24,0.19968862932631082,0
HPR0585,50,19,0,1,0.0,0.0,Hillary Piper Riddle,HPR0585,34,46,15,46,35,0.1300235784038859,0
HRB0351,59,21,11,2,0.0,0.0,Hadassah Riley Baker,HRB0351,19,12,43,42,36,0.059558796975634265,0
HRD0635,81,19,24,5,0.0,0.0,Hadley Rhona Dillon,HRD0635,24,35,18,32,24,0.06489849966779426,0
HRL0540,55,19,22,2,0.0,0.0,Hedwig Regina Livingston,HRL0540,43,38,17,40,18,0.12044984895962746,0
HRW0550,37,19,13,1,0.0,0.0,Howard Raphael Weiss,HRW0550,38,34,24,22,28,0.20854912854860863,0
HSB0196,51,26,0,1,0.0,0.0,Hadley Sonya Bowen,HSB0196,44,13,43,30,33,0.02438908619513247,0
HSD0457,37,19,8,1,0.0,0.0,Hollee Shannon Dudley,HSD0457,38,19,20,42,27,0.18482276062191205,0
HSG0818,52,19,18,1,0.0,0.0,Harrison Samuel Gonzales,HSG0818,18,19,48,36,31,0.1441338774989689,0
HSP0290,37,19,0,1,0.0,0.0,Hakeem Stephen Peck,HSP0290,38,15,28,20,27,0.17170517919572986,0
HTF0641,37,19,18,1,0.0,0.0,Hilel Tobias Flynn,HTF0641,38,24,18,22,28,0.2035814588070764,0
HTH0007,52,19,19,1,0.0,0.0,Hyatt Trevor Hayes,HTH0007,37,38,41,20,36,0.18818097943179285,0
HVB0037,44,22,22,1,0.0,0.0,Hollee Vanna Becker,HVB0037,17,42,41,44,26,0.07696512649102483,0
HVF0067,55,19,10,2,0.0,0.0,Hector Vance Foster,HVF0067,44,35,22,43,41,0.1253763458186945,0
HWH0646,51,19,18,1,0.0,0.0,Hadley Willa Hill,HWH0646,17,24,24,21,28,0.18469397290613332,0
HWM0342,39,19,19,2,0.0,0.0,Hanae Wendy Meyer,HWM0342,45,44,41,39,34,0.1604706517250597,0
HWW0436,66,19,12,3,0.0,0.0,Hayes William Wheeler,HWW0436,45,37,23,27,33,0.134307992923054,0
HWY0038,134,19,100,45,0.0,0.0,Howard Wing Yang,HWY0038,47,39,40,22,24,-0.04174859504413131,1
HXL0968,38,19,19,1,0.0,0.0,Holly Xerxes Lara,HXL0968,45,21,35,40,34,0.17902016808099025,0
IAR0694,68,22,13,2,0.0,0.0,Imani Aubrey Ray,IAR0694,12,17,44,40,34,0.04118346727046163,0
IAT0263,38,19,19,1,0.0,0.0,Ivor Amir Tucker,IAT0263,28,23,30,30,27,0.1924072581235794,0
IBB0359,159,19,84,49,0.0,0.0,Ira Brendan Ball,IBB0359,48,33,21,43,38,-0.059446066957616894,1
IBB0696,50,19,19,1,0.0,0.0,Isadora Buffy Brewer,IBB0696,47,13,36,16,33,0.1516236234180075,0
IBM0671,57,19,10,2,0.0,0.0,Ira Benjamin Mays,IBM0671,50,46,38,35,31,0.1362731191136241,0
IBP0883,59,19,8,1,0.0,0.0,Iona Brenda Payne,IBP0883,30,25,15,11,17,0.0869844645001544,0
IBS0836,62,20,23,3,0.0,0.0,Isadora Blaine Shepherd,IBS0836,10,44,50,38,27,0.038930422504957374,0
ICH0294,49,19,0,3,0.0,0.0,Idola Carly Haley,ICH0294,32,27,20,40,26,0.13958081240450415,0
ICS0956,38,19,19,1,0.0,0.0,Ivy Charissa Solis,ICS0956,22,20,18,35,26,0.18587809011108625,0
IDO0176,38,19,19,1,0.0,0.0,Ira Dustin Oneill,IDO0176,34,39,40,24,26,0.20213033355113091,0
IEB0153,39,20,0,1,0.0,0.0,Irma Eugenia Booker,IEB0153,44,25,39,24,36,0.1348436725557115,0
IHK0841,37,19,18,1,0.0,0.0,Ivor Herrod Kaufman,IHK0841,35,23,41,28,29,0.19863123045971304,0
IIA0092,38,19,19,1,0.0,0.0,Ingrid Irene Atkins,IIA0092,39,30,42,14,27,0.18214288174294746,0
IIL0513,47,24,0,1,0.0,0.0,Illana Isabelle Lamb,IIL0513,37,13,26,38,34,0.07319351040817801,0
IIW0249,47,22,18,2,0.0,0.0,Igor Ishmael Ward,IIW0249,39,36,43,38,28,0.12578037806763248,0
